,date,impact_energy(kt),velocity(km/s),altitude,coord
958,1995-07-11,0.38,N/A,N/A,"(('28.5', 'S'), ('93.3', 'E'))"
959,1995-07-09,0.089,N/A,N/A,"(('0.9', 'S'), ('66.3', 'E'))"
960,1995-07-07,0.41,N/A,N/A,"(('40.2', 'N'), ('76.1', 'W'))"
961,1995-06-09,0.089,N/A,N/A,"((None, None), (None, None))"
962,1995-04-02,0.089,N/A,N/A,"((None, None), (None, None))"
963,1995-02-16,0.19,N/A,N/A,"(('16.7', 'N'), ('141.7', 'W'))"
964,1995-01-18,0.22,N/A,N/A,"(('51.5', 'N'), ('115.4', 'E'))"
965,1995-01-10,0.089,N/A,N/A,"((None, None), (None, None))"
966,1995-01-04,0.14,N/A,N/A,"(('46.4', 'N'), ('12.1', 'E'))"
967,1995-01-02,0.1,N/A,N/A,"((None, None), (None, None))"
968,1994-12-18,0.16,N/A,N/A,"((None, None), (None, None))"
969,1994-12-16,0.16,N/A,N/A,"(('42.2', 'S'), ('27.6', 'E'))"
970,1994-11-03,5,N/A,N/A,"(('6.5', 'N'), ('89.0', 'E'))"
971,1994-11-01,2.3,N/A,N/A,"(('1.5', 'S'), ('84.5', 'W'))"
972,1994-10-27,0.85,N/A,N/A,"((None, None), (None, None))"
973,1994-10-20,0.27,N/A,N/A,"(('45.2', 'S'), ('1.9', 'W'))"
974,1994-10-08,0.21,N/A,N/A,"((None, None), (None, None))"
975,1994-09-22,0.21,N/A,N/A,"((None, None), (None, None))"
976,1994-08-15,0.47,N/A,N/A,"((None, None), (None, None))"
977,1994-06-15,0.14,N/A,N/A,"(('45.0', 'N'), ('73.5', 'W'))"
978,1994-06-03,1.3,N/A,N/A,"((None, None), (None, None))"
979,1994-05-29,1,N/A,N/A,"(('52.8', 'N'), ('2.3', 'E'))"
980,1994-02-01,30,N/A,N/A,"(('2.7', 'N'), ('164.1', 'E'))"
981,1993-11-29,0.092,N/A,N/A,"(('26.5', 'N'), ('78.3', 'E'))"
982,1993-10-31,0.13,N/A,N/A,"(('51.3', 'N'), ('100.9', 'W'))"
983,1991-10-04,1.4,N/A,N/A,"(('78.7', 'N'), ('6.3', 'E'))"
984,1990-10-01,5.2,N/A,N/A,"(('7.5', 'N'), ('142.8', 'E'))"
985,1988-04-15,14,N/A,N/A,"(('4.1', 'S'), ('124.3', 'E'))"
